 ,pH,BOD5,SS,VSS,TS,VTS,TKN,NH3-N,NO2-N + NO3-N,P-TOT,P-SOL,Flow,,,,,,,,,,
7-Jul-13,7.3,116,104,86,754,206,25,17.5,     <0.15,4.3,2.6,166,,,,,,,,,,
8-Jul-13,7.3,118,110,78,694,224,20,12.1,     <0.15,7.7,5.7,301,,,,,,,,,,
9-Jul-13,7.3,72,144,70,576,180,14,7.7,     <0.15,4.0,2.3,360,,,,,,,,,,
10-Jul-13,7.4,83,136,86,678,196,16,8.8,     <0.15,5.8,4.6,271,,,,,,,,,,
11-Jul-13,7.3,73,86,61,708,178,17,9.7,     <0.15,3.8,2.4,226,,,,,,,,,,
12-Jul-13,7.4,135,114,88,786,196,21,12.6,     <0.15,5.6,3.9,197,,,,,,,,,,
13-Jul-13,7.3,      T/X,200,144,824,262,26,13.9,     <0.15,6.9,4.0,195,,,,,,,,,,
14-Jul-13,7.4,165,276,196,894,302,25,11.3,     <0.15,6.7,3.5,194,,,,,,,,,,
15-Jul-13,7.4,109,92,68,726,194,20,11.3,     <0.15,4.2,2.2,171,,,,,,,,,,
16-Jul-13,7.4,109,100,84,758,218,21,13.0,     <0.15,5.8,4.0,153,,,,,,,,,,
17-Jul-13,7.3,109,138,104,812,252,19,11.3,     <0.15,4.7,2.7,175,,,,,,,,,,
18-Jul-13,7.4,102,136,94,820,212,19,11.1,     <0.15,4.8,3.2,178,,,,,,,,,,
19-Jul-13,7.4,77,78,58,734,164,17,10.2,     <0.15,4.4,2.9,193,,,,,,,,,,
20-Jul-13,7.4,105,92,70,712,172,16,10.1,     <0.15,4.0,2.3,173,,,,,,,,,,
21-Jul-13,7.3,95,88,70,688,182,20,12.8,     <0.15,4.7,2.7,149,,,,,,,,,,
22-Jul-13,7.4,78,82,64,692,190,20,13.1,     <0.15,3.8,2.4,179,,,,,,,,,,
23-Jul-13,7.4,79,77,57,728,182,20,12.0,     <0.15,5.0,3.5,177,,,,,,,,,,
24-Jul-13,7.3,76,74,51,744,184,17,11.2,0.82,5.5,4.0,150,,,,,,,,,,
25-Jul-13,7.3,93,96,66,740,194,18,11.9,     <0.15,6.2,4.6,153,,,,,,,,,,
26-Jul-13,7.4,167,266,196,834,278,23,12.6,     <0.15,5.9,3.8,145,,,,,,,,,,
27-Jul-13,7.4,143,104,70,786,226,24,14.3,     <0.15,7.0,5.2,155,,,,,,,,,,
28-Jul-13,7.4,88,94,77,688,158,41,14.2,     <0.15,8.7,2.9,145,,,,,,,,,,
29-Jul-13,7.4,87,93,74,696,168,24,16.4,     <0.15,4.8,3.2,164,,,,,,,,,,
30-Jul-13,7.3,140,164,104,828,240,28,18.2,     <0.15,7.4,5.6,165,,,,,,,,,,
31-Jul-13,7.2,189,392,244,1082,376,34,17.0,     <0.15,10.4,6.9,140,,,,,,,,,,
1-Aug-13,7.3,153,284,180,912,324,29,17.0,     <0.15,6.0,3.5,162,,,,,,,,,,
2-Aug-13,7.2,182,134,74,874,234,25,14.6,     <0.15,14.8,13.1,248,,,,,,,,,,
3-Aug-13,7.0,380,398,308,946,446,19,10.5,     <0.15,12.0,9.1,244,,,,,,,,,,
4-Aug-13,7.3,121,216,144,780,250,21,11.5,     <0.15,8.2,6.0,206,,,,,,,,,,
5-Aug-13,7.3,100,128,94,704,198,21,12.7,0.34,5.3,3.2,201,,,,,,,,,,
6-Aug-13,7.3,93,168,126,688,220,20,12.4,1.04,5.3,3.7,185,,,,,,,,,,
7-Aug-13,7.3,343,2044,860,2537,992,54,13.2,     <0.15,14.4,3.4,152,,,,,,,,,,
8-Aug-13,7.2,127,126,96,776,228,23,13.8,     <0.15,8.4,6.4,144,,,,,,,,,,
9-Aug-13,7.4,115,126,84,744,182,19,14.5,     <0.15,4.8,4.0,158,,,,,,,,,,
10-Aug-13,7.4,105,156,90,748,218,24,14.4,     <0.15,4.9,2.9,175,,,,,,,,,,
11-Aug-13,7.4,82,74,56,710,192,21,13.2,     <0.15,5.0,3.2,138,,,,,,,,,,
12-Aug-13,7.3,190,272,204,790,282,28,11.6,     <0.15,5.6,3.1,155,,,,,,,,,,
13-Aug-13,7.3,187,400,304,896,352,25,13.4,     <0.15,7.5,4.9,162,,,,,,,,,,
14-Aug-13,7.3,126,134,96,712,222,24,14.3,     <0.15,5.3,3.6,155,,,,,,,,,,
15-Aug-13,7.3,190,314,206,900,330,33,14.4,     <0.15,8.6,5.2,160,,,,,,,,,,
16-Aug-13,6.6,925,1266,1098,4626,3716,26,13.5,     <0.15,9.3,7.7,125,,,,,,,,,,
17-Aug-13,7.5,      T/X,110,76,682,208,22,14.0,     <0.15,4.9,3.2,149,,,,,,,,,,
18-Aug-13,7.3,89,178,124,730,228,23,17.0,     <0.15,4.4,2.6,143,,,,,,,,,,
19-Aug-13,7.4,99,166,110,726,226,24,17.0,     <0.15,5.5,3.5,145,,,,,,,,,,
20-Aug-13,7.3,129,122,92,778,232,26,18.7,     <0.15,7.2,5.2,150,,,,,,,,,,
21-Aug-13,7.3,129,92,64,750,210,25,19.4,     <0.15,6.2,4.6,146,,,,,,,,,,
22-Aug-13,7.3,125,120,90,726,226,24,16.6,     <0.15,5.4,3.5,172,,,,,,,,,,
23-Aug-13,7.4,102,98,78,678,182,20,12.0,0.26,4.8,3.8,152,,,,,,,,,,
24-Aug-13,7.4,113,94,71,698,184,21,13.1,     <0.15,6.4,4.3,145,,,,,,,,,,
25-Aug-13,7.4,84,102,72,684,178,21,13.9,     <0.15,5.0,3.5,137,,,,,,,,,,
26-Aug-13,7.4,97,94,62,696,186,24,17.9,     <0.15,4.5,2.9,150,,,,,,,,,,
27-Aug-13,7.3,147,262,160,956,322,29,19.0,0.89,7.8,5.1,132,,,,,,,,,,
28-Aug-13,7.3,89,100,73,660,182,21,16.3,     <0.15,4.9,3.5,150,,,,,,,,,,
29-Aug-13,7.4,98,92,63,664,182,18,12.3,     <0.15,5.0,3.7,136,,,,,,,,,,
30-Aug-13,7.5,95,101,72,654,176,21,11.7,     <0.15,4.7,3.0,191,,,,,,,,,,
31-Aug-13,7.4,76,130,96,608,176,16,10.0,     <0.15,3.8,2.2,269,,,,,,,,,,
1-Sep-13,7.5,57,104,54,534,128,13,7.9,0.31,2.5,0.9,212,,,,,,,,,,
2-Sep-13,7.3,66,86,38,584,170,18,11.5,     <0.15,3.4,3.4,201,,,,,,,,,,
3-Sep-13,7.3,      T/X,190,128,698,220,20,11.0,     <0.15,4.5,2.7,170,,,,,,,,,,
4-Sep-13,7.3,80,154,116,712,200,20,11.9,     <0.15,5.7,4.0,153,,,,,,,,,,
5-Sep-13,7.4,85,105,76,682,180,17,10.6,     <0.15,5.8,4.1,142,,,,,,,,,,
6-Sep-13,7.4,94,114,86,694,190,19,12.1,     <0.15,6.6,4.9,150,,,,,,,,,,
7-Sep-13,7.4,115,124,98,720,204,22,14.0,     <0.15,6.5,6.0,142,,,,,,,,,,
8-Sep-13,7.3,116,103,79,710,196,22,16.8,     <0.15,7.0,6.3,141,,,,,,,,,,
9-Sep-13,7.4,86,88,72,652,184,23,17.3,     <0.15,5.8,3.5,147,,,,,,,,,,
10-Sep-13,7.3,118,98,78,818,228,21,13.1,     <0.15,9.7,7.3,135,,,,,,,,,,
11-Sep-13,7.3,101,106,79,854,204,19,12.1,     <0.15,9.6,8.0,139,,,,,,,,,,
12-Sep-13,7.3,98,112,90,770,186,22,14.1,     <0.15,5.8,4.3,131,,,,,,,,,,
13-Sep-13,7.4,      T/X,90,70,816,160,27,19.5,     <0.15,7.2,5.0,164,,,,,,,,,,
14-Sep-13,7.3,150,90,68,664,166,23,14.4,     <0.15,4.5,3.0,158,,,,,,,,,,
15-Sep-13,7.3,97,83,68,660,164,23,14.2,     <0.15,4.6,3.1,159,,,,,,,,,,
16-Sep-13,7.3,73,74,61,596,158,20,13.0,     <0.15,5.2,3.8,159,,,,,,,,,,
17-Sep-13,7.3,80,76,67,716,176,21,12.5,     <0.15,6.4,4.9,154,,,,,,,,,,
18-Sep-13,7.2,197,159,128,840,258,21,13.1,0.20,8.0,6.1,194,,,,,,,,,,
19-Sep-13,7.2,155,216,154,678,238,17,9.5,0.65,7.4,5.1,418,,,,,,,,,,
20-Sep-13,7.3,98,290,172,676,218,20,10.1,     <0.15,6.3,3.7,315,,,,,,,,,,
21-Sep-13,7.4,95,162,86,726,182,19,11.3,     <0.15,5.4,3.5,225,,,,,,,,,,
22-Sep-13,7.4,83,76,54,750,164,18,11.7,0.19,5.9,4.2,154,,,,,,,,,,
23-Sep-13,7.3,69,65,54,696,168,18,11.4,0.86,5.3,4.1,143,,,,,,,,,,
24-Sep-13,7.3,114,93,72,820,208,21,13.6,0.78,9.2,7.9,152,,,,,,,,,,
25-Sep-13,7.3,147,123,101,946,244,23,14.0,0.51,12.1,9.7,148,,,,,,,,,,
26-Sep-13,7.3,158,102,87,900,222,24,17.9,     <0.15,12.0,10.6,129,,,,,,,,,,
27-Sep-13,7.4,133,74,60,806,196,24,18.7,     <0.15,6.3,4.8,153,,,,,,,,,,
28-Sep-13,7.4,129,90,72,804,206,24,17.7,0.23,6.5,4.4,143,,,,,,,,,,
29-Sep-13,7.3,100,160,122,740,210,18,11.6,0.32,5.1,3.4,176,,,,,,,,,,
30-Sep-13,7.4,68,68,47,670,178,18,12.2,0.80,3.6,2.4,152,,,,,,,,,,
1-Oct-13,7.3,114,98,68,848,220,23,14.5,     <0.15,7.5,6.4,124,,,,,,,,,,
2-Oct-13,7.2,173,117,97,884,238,24,14.5,     <0.15,12.3,10.1,109,,,,,,,,,,
3-Oct-13,7.1,      T/X,118,98,904,256,28,18.1,     <0.15,15.3,13.1,203,,,,,,,,,,
4-Oct-13,7.2,174,264,190,696,238,21,10.4,     <0.15,7.9,5.6,295,,,,,,,,,,
5-Oct-13,7.4,      T/X,127,98,654,168,17,9.6,1.13,5.9,4.5,228,,,,,,,,,,
6-Oct-13,7.4,      T/X,121,81,650,162,15,9.3,1.22,3.5,1.9,368,,,,,,,,,,
7-Oct-13,7.4,63,94,63,662,154,18,11.1,0.15,3.3,1.9,188,,,,,,,,,,
8-Oct-13,7.3,88,78,56,788,180,24,16.8,     <0.15,5.0,3.8,161,,,,,,,,,,
9-Oct-13,7.3,132,110,80,842,210,20,13.6,     <0.15,8.6,7.2,135,,,,,,,,,,
10-Oct-13,7.4,114,96,78,790,190,23,13.2,     <0.15,7.0,5.0,122,,,,,,,,,,
11-Oct-13,7.4,79,74,48,688,130,20,13.2,0.51,5.7,4.5,161,,,,,,,,,,
12-Oct-13,7.4,91,75,57,770,156,21,12.8,0.84,7.7,6.4,184,,,,,,,,,,
13-Oct-13,7.4,72,76,64,742,160,20,11.8,0.44,4.2,2.6,146,,,,,,,,,,
14-Oct-13,7.4,92,87,69,770,172,22,14.2,0.69,4.9,3.6,147,,,,,,,,,,
15-Oct-13,7.4,117,100,78,832,206,26,19.7,     <0.15,5.6,3.8,186,,,,,,,,,,
16-Oct-13,7.4,137,94,78,826,198,26,14.5,0.31,7.7,6.1,146,,,,,,,,,,
17-Oct-13,7.4,147,146,112,928,218,26,16.8,1.49,11.0,8.9,149,,,,,,,,,,
18-Oct-13,7.4,148,146,124,840,196,23,12.6,2.58,10.7,8.5,144,,,,,,,,,,
19-Oct-13,7.6,94,68,53,712,142,20,15.1,1.75,4.4,3.2,162,,,,,,,,,,
20-Oct-13,7.3,67,56,48,694,136,18,12.1,1.74,4.5,3.4,161,,,,,,,,,,
21-Oct-13,7.4,90,77,65,732,190,22,16.0,0.64,5.1,3.8,154,,,,,,,,,,
22-Oct-13,7.2,137,110,93,858,232,25,14.4,0.94,8.1,6.7,159,,,,,,,,,,
23-Oct-13,7.2,123,105,85,850,226,23,13.5,2.17,10.2,8.6,159,,,,,,,,,,
24-Oct-13,7.3,104,174,138,876,198,22,13.6,2.37,9.0,7.4,144,,,,,,,,,,
25-Oct-13,7.3,101,104,82,834,162,22,13.2,2.12,7.6,5.8,136,,,,,,,,,,
26-Oct-13,7.3,103,78,62,768,174,23,14.1,1.41,8.9,7.2,151,,,,,,,,,,
27-Oct-13,7.3,122,146,106,822,202,31,23.4,     <0.15,5.9,2.6,153,,,,,,,,,,
28-Oct-13,7.4,87,112,72,832,182,27,20.2,1.34,5.1,3.2,152,,,,,,,,,,
29-Oct-13,7.2,127,216,150,994,288,23,17.1,1.49,8.5,6.9,153,,,,,,,,,,
30-Oct-13,7.2,157,256,180,1036,322,35,21.3,     <0.15,10.7,7.5,208,,,,,,,,,,
31-Oct-13,7.3,130,164,100,610,200,23,12.9,0.48,5.9,3.4,338,,,,,,,,,,
1-Nov-13,7.4,91,110,86,558,122,14,8.3,1.18,3.1,1.3,367,,,,,,,,,,
2-Nov-13,7.5,60,85,63,572,122,15,9.3,     <0.15,2.2,0.8,271,,,,,,,,,,
3-Nov-13,7.3,68,73,60,662,164,17,10.8,     <0.15,4.4,2.8,218,,,,,,,,,,
4-Nov-13,7.4,66,75,55,652,170,19,12.3,0.46,3.3,1.8,259,,,,,,,,,,
5-Nov-13,7.3,80,99,71,566,168,16,10.1,     <0.15,3.5,2.1,324,,,,,,,,,,
6-Nov-13,7.2,70,132,87,524,150,13,7.6,0.55,3.1,1.7,433,,,,,,,,,,
7-Nov-13,7.5,75,101,71,560,140,13,7.8,0.71,3.1,1.8,386,,,,,,,,,,
8-Nov-13,7.4,79,84,56,552,122,14,8.7,     <0.15,3.8,2.4,297,,,,,,,,,,
9-Nov-13,7.5,124,82,52,642,138,19,11.1,     <0.15,3.7,1.4,217,,,,,,,,,,
10-Nov-13,7.3,87,78,61,712,166,19,13.4,     <0.15,6.8,5.2,180,,,,,,,,,,
11-Nov-13,7.4,97,96,70,774,196,22,13.7,     <0.15,5.2,3.9,177,,,,,,,,,,
12-Nov-13,7.3,104,106,74,762,202,22,12.3,     <0.15,8.2,6.6,160,,,,,,,,,,
13-Nov-13,7.0,320,432,390,1067,440,26,17.5,0.18,13.1,10.7,154,,,,,,,,,,
14-Nov-13,7.3,95,114,84,750,200,23,13.5,     <0.15,5.2,3.4,137,,,,,,,,,,
15-Nov-13,7.4,      T/X,130,98,772,210,23,14.1,0.38,5.2,3.6,151,,,,,,,,,,
16-Nov-13,7.4,82,82,58,684,176,22,13.8,     <0.15,3.4,2.0,213,,,,,,,,,,
17-Nov-13,7.3,75,158,98,618,190,17,10.2,     <0.15,2.8,1.5,323,,,,,,,,,,
18-Nov-13,7.5,64,156,94,638,152,14,6.7,0.57,2.1,0.7,137,,,,,,,,,,
19-Nov-13,7.6,85,72,52,780,168,16,9.6,0.26,4.8,3.2,188,,,,,,,,,,
20-Nov-13,7.3,95,79,62,748,186,19,10.5,     <0.15,4.4,3.2,192,,,,,,,,,,
21-Nov-13,7.4,128,109,82,712,198,19,9.3,     <0.15,7.2,5.0,247,,,,,,,,,,
22-Nov-13,7.4,      T/X,118,96,750,212,16,9.6,     <0.15,6.3,4.6,223,,,,,,,,,,
23-Nov-13,7.4,68,86,63,694,160,17,10.0,0.40,2.3,1.2,181,,,,,,,,,,
24-Nov-13,7.4,74,160,115,786,228,18,10.4,0.60,3.4,2.0,151,,,,,,,,,,
25-Nov-13,7.4,87,69,57,726,162,19,11.4,0.44,4.4,3.2,151,,,,,,,,,,
26-Nov-13,7.5,108,72,57,774,202,20,11.6,     <0.15,7.2,6.0,155,,,,,,,,,,
27-Nov-13,7.3,137,66,54,844,196,24,13.2,     <0.15,10.5,7.3,166,,,,,,,,,,
28-Nov-13,7.3,157,97,79,860,238,25,13.2,     <0.15,10.1,7.3,169,,,,,,,,,,
29-Nov-13,7.4,113,67,59,764,198,21,13.7,     <0.15,5.7,4.1,164,,,,,,,,,,
30-Nov-13,7.3,94,74,59,736,168,22,13.9,     <0.15,4.1,2.9,162,,,,,,,,,,
1-Dec-13,7.4,81,66,56,708,178,20,14.0,     <0.15,2.9,1.8,163,,,,,,,,,,
2-Dec-13,7.3,129,90,74,738,214,23,16.8,     <0.15,6.6,5.0,160,,,,,,,,,,
3-Dec-13,7.4,144,98,82,822,218,28,20.0,     <0.15,8.0,6.4,174,,,,,,,,,,
4-Dec-13,7.2,142,132,96,918,244,27,19.0,2.18,11.3,9.5,166,,,,,,,,,,
5-Dec-13,7.3,107,123,91,818,218,22,12.4,1.63,10.8,9.1,164,,,,,,,,,,
6-Dec-13,7.3,142,117,94,762,182,22,13.5,1.48,8.4,7.0,144,,,,,,,,,,
7-Dec-13,7.3,157,112,90,780,208,19,12.0,1.74,7.8,6.1,129,,,,,,,,,,
8-Dec-13,7.4,113,112,91,738,184,19,11.2,1.11,6.2,4.3,150,,,,,,,,,,
9-Dec-13,7.3,120,119,97,836,202,19,9.9,2.17,5.5,3.3,140,,,,,,,,,,
10-Dec-13,7.3,128,106,94,826,176,18,10.2,3.15,7.1,5.4,138,,,,,,,,,,
11-Dec-13,7.1,200,200,168,1023,272,25,11.0,1.02,11.0,8.6,141,,,,,,,,,,
12-Dec-13,7.1,210,156,122,1084,264,26,14.2,     <0.15,13.9,10.3,139,,,,,,,,,,
13-Dec-13,7.2,157,110,80,862,216,22,14.3,     <0.15,10.3,9.0,137,,,,,,,,,,
14-Dec-13,7.2,155,102,72,1440,202,23,14.4,     <0.15,7.5,6.0,148,,,,,,,,,,
15-Dec-13,7.3,96,78,66,1873,174,23,17.0,     <0.15,4.0,2.8,145,,,,,,,,,,
16-Dec-13,7.3,93,70,52,906,202,25,19.0,     <0.15,4.1,2.5,157,,,,,,,,,,
17-Dec-13,7.2,177,102,82,1049,276,28,18.8,0.28,9.7,7.7,152,,,,,,,,,,
18-Dec-13,7.0,285,204,164,1190,354,27,17.0,0.74,16.2,10.8,138,,,,,,,,,,
19-Dec-13,7.1,106,114,78,920,198,23,12.5,1.09,10.2,8.4,155,,,,,,,,,,
20-Dec-13,7.4,151,160,120,1238,218,19,11.6,1.03,7.4,5.4,155,,,,,,,,,,
21-Dec-13,7.5,169,194,152,1223,252,19,10.2,0.78,4.5,2.6,294,,,,,,,,,,
22-Dec-13,7.2,111,148,128,1075,266,13,8.4,0.99,2.2,1.1,354,,,,,,,,,,
23-Dec-13,7.3,89,72,56,986,172,13,8.0,0.85,4.1,3.1,296,,,,,,,,,,
24-Dec-13,7.5,70,78,62,912,152,12,7.5,2.03,2.8,1.6,284,,,,,,,,,,
25-Dec-13,7.5,83,88,60,914,192,12,8.2,2.43,2.9,2.0,237,,,,,,,,,,
26-Dec-13,7.3,65,76,54,878,156,17,11.0,1.22,3.5,2.4,190,,,,,,,,,,
27-Dec-13,7.3,185,122,98,978,254,26,16.3,     <0.15,10.9,8.4,189,,,,,,,,,,
28-Dec-13,7.3,162,88,74,944,230,21,14.0,     <0.15,10.9,8.6,193,,,,,,,,,,
29-Dec-13,7.4,92,68,56,860,142,20,13.2,0.47,3.7,2.8,208,,,,,,,,,,
30-Dec-13,7.6,107,78,60,898,198,19,12.3,0.60,4.0,2.7,189,,,,,,,,,,
31-Dec-13,7.3,109,70,58,894,158,19,11.4,1.80,7.6,5.9,173,,,,,,,,,,
1-Jan-12,7.6,72,58,46,710,176,16,9.8,0.45,2.1,1.2,195,,,,,,,,,,
2-Jan-12,7.6,64,55,42,734,188,18,10.9,0.59,2.2,1.1,189,,,,,,,,,,
3-Jan-12,7.7,79,70,52,772,204,18,11.0,0.64,3.8,2.1,171,,,,,,,,,,
4-Jan-12,7.4,215,154,116,894,276,24,12.6,0.48,10.6,8.1,166,,,,,,,,,,
5-Jan-12,7.5,109,108,86,810,220,28,18.5,0.33,6.6,4.3,171,,,,,,,,,,
6-Jan-12,7.4,103,98,68,806,216,27,18.7,0.53,6.3,4.5,185,,,,,,,,,,
7-Jan-12,7.4,104,84,62,790,212,25,16.5,0.47,5.5,3.9,193,,,,,,,,,,
8-Jan-12,7.6,82,78,68,740,190,23,13.9,0.47,3.2,1.7,191,,,,,,,,,,
9-Jan-12,7.3,103,78,62,800,222,23,15.3,0.59,3.3,1.7,185,,,,,,,,,,
10-Jan-12,7.5,184,142,114,870,264,26,14.6,0.53,9.3,7.1,174,,,,,,,,,,
11-Jan-12,7.4,313,296,228,1018,384,37,17.7,0.09,12.6,8.2,161,,,,,,,,,,
12-Jan-12,7.3,188,126,122,1006,266,27,17.3,0.38,10.5,8.0,158,,,,,,,,,,
13-Jan-12,7.3,109,92,70,1711,220,24,16.2,1.62,7.7,5.8,158,,,,,,,,,,
14-Jan-12,7.6,111,98,80,1244,208,22,13.2,0.73,4.9,3.5,154,,,,,,,,,,
15-Jan-12,7.5,98,82,68,864,190,19,11.5,0.57,3.1,1.8,153,,,,,,,,,,
16-Jan-12,7.4,163,110,90,968,232,23,11.7,0.67,5.3,3.1,192,,,,,,,,,,
17-Jan-12,7.3,166,360,248,1340,308,23,11.8,0.86,6.6,4.1,238,,,,,,,,,,
18-Jan-12,7.6,103,72,62,1012,232,19,11.4,1.12,5.1,3.4,177,,,,,,,,,,
19-Jan-12,7.5,93,68,42,876,204,19,11.7,0.66,4.5,3.1,174,,,,,,,,,,
20-Jan-12,7.4,168,132,106,918,290,22,11.2,0.22,6.2,3.9,187,,,,,,,,,,
21-Jan-12,7.5,202,166,134,1103,294,25,12.0,0.48,5.8,2.5,194,,,,,,,,,,
22-Jan-12,7.6,153,128,104,1109,246,22,11.5,0.99,3.8,1.6,204,,,,,,,,,,
23-Jan-12,7.4,114,144,98,1213,216,15,6.5,1.43,3.4,1.5,457,,,,,,,,,,
24-Jan-12,7.5,121,94,68,962,206,13,5.8,2.52,3.6,1.8,416,,,,,,,,,,
25-Jan-12,7.6,105,148,86,952,228,14,5.7,1.80,2.8,0.9,413,,,,,,,,,,
26-Jan-12,7.6,110,118,86,962,206,16,6.7,1.21,3.5,1.7,362,,,,,,,,,,
27-Jan-12,7.5,101,90,76,936,178,15,7.8,1.16,3.8,2.3,322,,,,,,,,,,
28-Jan-12,7.7,57,46,30,982,162,13,7.2,1.12,3.1,1.9,290,,,,,,,,,,
29-Jan-12,7.6,70,66,52,930,172,15,8.6,0.99,3.7,2.5,440,,,,,,,,,,
30-Jan-12,7.7,85,58,38,846,140,16,9.5,1.35,2.4,1.1,236,,,,,,,,,,
31-Jan-12,7.5,66,78,52,884,194,17,10.3,1.73,4.2,2.8,235,,,,,,,,,,
1-Feb-12,7.4,147,70,52,974,212,18,10.2,0.93,8.6,7.2,244,,,,,,,,,,
2-Feb-12,7.5,113,98,70,922,218,19,10.0,1.04,4.9,3.1,225,,,,,,,,,,
3-Feb-12,7.6,99,76,56,912,222,19,10.4,0.89,6.1,4.8,227,,,,,,,,,,
4-Feb-12,7.5,88,92,64,868,214,18,9.6,0.80,6.3,5.0,232,,,,,,,,,,
5-Feb-12,7.4,88,64,62,876,222,17,8.6,0.82,7.1,5.7,223,,,,,,,,,,
6-Feb-12,7.5,79,56,44,846,198,18,10.6,0.97,4.0,2.6,233,,,,,,,,,,
7-Feb-12,7.6,94,66,46,860,182,18,11.0,0.87,4.1,2.5,235,,,,,,,,,,
8-Feb-12,7.5,93,58,50,868,194,18,10.9,0.81,4.8,3.4,225,,,,,,,,,,
9-Feb-12,7.4,101,78,64,892,220,20,11.3,0.92,6.0,4.3,226,,,,,,,,,,
10-Feb-12,7.6,107,106,76,934,212,20,11.3,0.79,6.3,4.5,222,,,,,,,,,,
11-Feb-12,7.4,112,124,76,1030,232,21,10.5,0.82,5.3,3.6,196,,,,,,,,,,
12-Feb-12,7.3,109,122,74,934,240,20,11.0,1.00,6.1,4.2,197,,,,,,,,,,
13-Feb-12,7.4,89,126,84,894,250,20,11.7,1.31,3.2,1.8,193,,,,,,,,,,
14-Feb-12,7.4,128,128,86,978,246,20,11.4,0.98,4.7,3.2,208,,,,,,,,,,
15-Feb-12,7.5,127,88,66,958,226,21,11.6,0.92,5.5,4.0,196,,,,,,,,,,
16-Feb-12,7.3,128,180,116,1147,272,22,10.6,0.88,7.0,4.9,241,,,,,,,,,,
17-Feb-12,7.6,125,134,98,1015,272,21,10.5,1.56,5.8,3.6,208,,,,,,,,,,
18-Feb-12,7.6,148,156,116,976,266,22,11.7,0.88,5.1,2.8,206,,,,,,,,,,
19-Feb-12,7.5,132,142,96,938,242,21,11.5,1.11,3.8,1.8,196,,,,,,,,,,
20-Feb-12,7.5,131,120,82,848,178,22,11.4,1.09,4.0,2.3,170,,,,,,,,,,
21-Feb-12,7.5,117,68,46,902,234,21,11.5,1.07,4.4,2.7,168,,,,,,,,,,
22-Feb-12,7.5,107,90,66,912,228,22,11.8,1.32,5.5,3.7,168,,,,,,,,,,
23-Feb-12,7.4,114,86,70,892,232,21,11.3,1.05,5.4,3.9,179,,,,,,,,,,
24-Feb-12,7.5,112,98,68,1054,190,18,9.0,1.04,4.2,2.6,308,,,,,,,,,,
25-Feb-12,7.6,108,84,56,966,190,17,8.1,0.88,3.5,2.0,206,,,,,,,,,,
26-Feb-12,7.7,61,45,45,856,162,16,9.1,0.83,2.3,1.2,226,,,,,,,,,,
27-Feb-12,7.5,115,74,72,1002,260,22,11.4,0.77,6.5,4.7,228,,,,,,,,,,
28-Feb-12,7.5,103,72,58,880,198,22,12.0,0.50,6.6,5.0,185,,,,,,,,,,
29-Feb-12,7.4,109,140,88,930,212,17,8.2,0.78,5.1,2.9,337,,,,,,,,,,
1-Mar-12,7.5,142,170,126,934,242,19,8.4,1.02,5.5,3.1,265,,,,,,,,,,
2-Mar-12,7.7,74,90,58,844,190,17,9.6,0.99,3.6,2.2,252,,,,,,,,,,
3-Mar-12,7.6,72,98,66,864,206,20,9.4,1.31,3.7,2.1,237,,,,,,,,,,
4-Mar-12,7.6,111,92,72,842,206,19,10.9,1.06,3.9,2.4,215,,,,,,,,,,
5-Mar-12,      S/X,      S/X,      S/X,      S/X,      S/X,      S/X,      S/X,      S/X,       S/X,       S/X,       S/X,226,,,,,,,,,,
6-Mar-12,      S/X,      S/X,      S/X,      S/X,      S/X,      S/X,      S/X,      S/X,       S/X,       S/X,       S/X,204,,,,,,,,,,
7-Mar-12,      S/X,      S/X,      S/X,      S/X,      S/X,      S/X,      S/X,      S/X,       S/X,       S/X,       S/X,207,,,,,,,,,,
8-Mar-12,7.3,101,210,162,918,260,24,10.3,0.44,5.9,3.1,252,,,,,,,,,,
9-Mar-12,7.5,175,168,136,962,312,26,11.8,0.17,6.2,3.2,226,,,,,,,,,,
10-Mar-12,7.5,110,68,60,894,236,21,10.4,1.37,3.4,1.7,193,,,,,,,,,,
11-Mar-12,7.6,110,94,68,882,254,22,10.8,1.08,3.1,1.6,179,,,,,,,,,,
12-Mar-12,7.4,98,92,72,752,236,18,9.8,0.55,4.1,2.2,238,,,,,,,,,,
13-Mar-12,7.5,77,68,56,838,218,18,10.0,1.46,3.0,2.0,214,,,,,,,,,,
14-Mar-12,7.5,98,88,78,870,196,21,11.8,     <0.15,3.5,1.9,181,,,,,,,,,,
15-Mar-12,7.5,117,106,88,956,268,23,12.6,     <0.15,4.2,2.5,185,,,,,,,,,,
16-Mar-12,7.5,126,98,62,930,244,21,12.3,     <0.15,4.1,2.6,181,,,,,,,,,,
17-Mar-12,7.4,104,84,72,874,226,19,10.2,     <0.15,5.9,4.4,196,,,,,,,,,,
18-Mar-12,7.6,95,98,78,860,226,22,11.2,0.16,3.9,1.9,184,,,,,,,,,,
19-Mar-12,7.5,112,89,78,856,234,24,13.5,     <0.15,4.3,2.7,164,,,,,,,,,,
20-Mar-12,7.5,123,100,82,974,352,29,17.9,     <0.15,6.3,4.6,162,,,,,,,,,,
21-Mar-12,7.5,113,102,80,970,358,30,19.1,     <0.15,6.9,5.2,163,,,,,,,,,,
22-Mar-12,7.4,129,120,88,868,224,31,19.4,     <0.15,9.1,6.8,173,,,,,,,,,,
