Date,FLOW,pH,BOD5,TS,SS,TKN,NH3-N,NO2+NO3,P-TOT,P-SOL,,,,,,
16-Sep-11,18.9,7.2,238,834,263,34.2,19.9,0.944,7.6,      N/S,,,,,,
17-Sep-11,18.5,7.2,235,810,246,33.7,19.4,1.084,7.4,      N/S,,,,,,
18-Sep-11,19.5,7.2,220,878,296,39.6,20.9,1.807,8.6,      N/S,,,,,,
19-Sep-11,21.7,7.3,182,804,246,30.8,18.1,1.760,6.4,      N/S,,,,,,
20-Sep-11,20.0,7.3,169,776,200,32.0,17.8,2.127,6.6,3.4,,,,,,
21-Sep-11,19.3,7.3,198,816,233,34.2,21.9,1.534,8.2,      N/S,,,,,,
22-Sep-11,18.7,7.2,226,828,212,34.0,21.4,1.304,7.3,      N/S,,,,,,
23-Sep-11,18.0,7.2,221,806,200,32.7,22.7,0.273,7.1,      N/S,,,,,,
24-Sep-11,20.1,7.2,202,792,214,33.6,19.8,1.855,7.4,      N/S,,,,,,
25-Sep-11,21.2,7.1,179,704,212,34.6,21.4,1.750,7.4,      N/S,,,,,,
26-Sep-11,38.2,7.1,193,846,354,30.3,12.5,1.833,7.2,      N/S,,,,,,
27-Sep-11,33.4,7.2,116,710,162,20.0,9.7,1.848,4.6,2.0,,,,,,
28-Sep-11,26.0,7.2,105,730,170,21.5,12.5,0.094,4.8,      N/S,,,,,,
29-Sep-11,23.8,7.2,152,750,148,24.5,14.2,0.061,5.2,      N/S,,,,,,
30-Sep-11,23.0,7.5,202,786,192,30.1,16.1,0.053,6.5,      N/S,,,,,,
1-Oct-11,21.5,7.1,173,844,254,32.3,19.2,0.031,6.4,      N/S,,,,,,
2-Oct-11,19.9,7.3,163,756,133,31.0,19.8,0.041,6.4,      N/S,,,,,,
3-Oct-11,20.0,7.3,138,758,170,30.7,19.3,0.033,6.2,      N/S,,,,,,
4-Oct-11,19.5,7.2,197,794,212,35.6,23.6,0.074,7.1,3.8,,,,,,
5-Oct-11,20.6,7.3,253,806,224,31.2,21.1,0.053,6.9,      N/S,,,,,,
6-Oct-11,21.0,7.2,205,860,272,37.0,21.5,1.570,7.9,      N/S,,,,,,
7-Oct-11,20.6,7.2,215,822,202,35.8,21.8,0.034,7.2,      N/S,,,,,,
8-Oct-11,20.1,7.1,222,942,196,34.5,22.2,0.203,7.4,      N/S,,,,,,
9-Oct-11,21.6,7.2,201,796,192,33.5,20.7,1.944,7.1,      N/S,,,,,,
10-Oct-11,20.3,7.1,225,932,342,38.5,20.3,0.044,8.7,      N/S,,,,,,
11-Oct-11,25.9,7.1,180,934,300,39.8,19.8,2.497,8.7,4.0,,,,,,
12-Oct-11,20.8,7.2,209,848,284,35.2,20.6,2.908,8.3,      N/S,,,,,,
13-Oct-11,21.8,7.3,251,944,354,39.9,21.0,1.496,8.6,      N/S,,,,,,
14-Oct-11,22.1,7.3,224,804,229,32.3,18.2,0.652,6.8,      N/S,,,,,,
15-Oct-11,20.6,7.3,201,746,175,30.5,19.8,1.317,6.3,      N/S,,,,,,
16-Oct-11,21.1,7.2,291,898,329,39.7,20.2,2.075,8.6,      N/S,,,,,,
17-Oct-11,20.2,7.1,249,844,270,36.5,21.8,1.669,7.7,      N/S,,,,,,
18-Oct-11,21.9,7.2,246,832,254,34.8,19.4,2.678,7.8,4.0,,,,,,
19-Oct-11,22.3,7.2,235,840,288,33.3,19.8,2.439,8.4,      N/S,,,,,,
20-Oct-11,24.4,7.2,222,844,280,30.9,16.0,2.026,7.1,      N/S,,,,,,
21-Oct-11,21.6,7.2,181,732,152,28.0,17.2,0.730,5.5,      N/S,,,,,,
22-Oct-11,21.0,7.2,228,784,213,31.5,17.8,1.411,6.5,      N/S,,,,,,
23-Oct-11,19.5,7.3,198,734,154,33.3,19.8,0.704,6.5,      N/S,,,,,,
24-Oct-11,22.9,7.2,217,782,218,30.6,18.0,1.026,6.2,      N/S,,,,,,
25-Oct-11,22.0,7.2,206,798,234,41.9,18.2,0.910,7.6,3.3,,,,,,
26-Oct-11,21.0,7.2,187,786,174,29.8,18.4,2.634,6.9,      N/S,,,,,,
27-Oct-11,19.9,7.4,183,758,166,31.0,19.0,2.553,6.6,      N/S,,,,,,
28-Oct-11,19.5,7.1,143,672,102,28.5,19.3,1.213,5.6,      N/S,,,,,,
29-Oct-11,20.5,7.3,197,756,190,31.0,18.4,1.835,6.4,      N/S,,,,,,
30-Oct-11,20.4,7.1,206,738,186,31.7,19.0,2.394,6.4,      N/S,,,,,,
31-Oct-11,19.8,7.1,178,732,158,32.2,20.4,0.901,6.2,      N/S,,,,,,
1-Nov-11,20.4,7.0,212,824,230,32.8,19.2,2.839,6.9,3.8,,,,,,
2-Nov-11,20.2,7.1,228,816,226,33.4,20.9,2.063,7.5,      N/S,,,,,,
3-Nov-11,22.0,7.1,205,796,221,31.7,18.2,2.933,6.5,      N/S,,,,,,
4-Nov-11,21.8,7.3,177,744,162,28.4,17.6,1.393,5.8,      N/S,,,,,,
5-Nov-11,22.3,7.2,178,728,154,28.8,18.0,1.698,6.3,      N/S,,,,,,
6-Nov-11,22.1,7.1,205,758,194,32.7,18.4,2.922,6.9,      N/S,,,,,,
7-Nov-11,22.4,7.1,164,724,142,29.9,18.8,3.185,5.9,      N/S,,,,,,
8-Nov-11,37.3,7.1,245,832,330,32.3,14.2,2.678,6.8,3.0,,,,,,
9-Nov-11,43.9,7.5,103,600,110,13.1,7.3,2.720,3.2,      N/S,,,,,,
10-Nov-11,31.8,7.5,108,680,88,16.8,9.8,2.334,3.2,      N/S,,,,,,
11-Nov-11,27.2,7.3,119,704,56,19.8,12.4,1.969,3.8,      N/S,,,,,,
12-Nov-11,26.8,7.2,130,736,120,21.8,13.5,2.495,4.5,      N/S,,,,,,
13-Nov-11,26.3,7.4,132,728,104,22.7,13.9,3.061,4.7,      N/S,,,,,,
14-Nov-11,25.2,7.3,124,726,120,25.7,14.8,3.236,5.3,      N/S,,,,,,
15-Nov-11,24.6,7.3,91,718,96,25.1,15.1,3.187,5.7,3.6,,,,,,
16-Nov-11,23.2,7.3,153,772,126,25.4,16.8,2.962,6.4,      N/S,,,,,,
17-Nov-11,24.7,7.3,172,780,150,27.6,15.9,3.704,6.4,      N/S,,,,,,
18-Nov-11,24.8,7.4,135,732,146,24.7,15.8,2.904,5.9,      N/S,,,,,,
19-Nov-11,24.8,7.4,170,764,164,27.4,16.6,2.405,6.2,      N/S,,,,,,
20-Nov-11,25.1,7.3,155,736,124,26.9,16.1,3.670,6.1,      N/S,,,,,,
21-Nov-11,24.6,7.2,152,702,106,35.6,16.8,3.377,6.2,      N/S,,,,,,
22-Nov-11,23.6,7.3,146,722,94,29.5,17.8,3.021,5.4,3.1,,,,,,
23-Nov-11,25.3,7.2,162,746,126,26.6,16.1,2.189,5.8,      N/S,,,,,,
24-Nov-11,26.8,7.3,120,708,144,24.8,15.7,3.315,5.7,      N/S,,,,,,
25-Nov-11,24.5,7.3,156,700,132,29.0,18.1,1.424,5.7,      N/S,,,,,,
26-Nov-11,28.5,7.2,236,746,208,32.2,18.4,1.788,6.1,      N/S,,,,,,
27-Nov-11,41.3,7.3,166,724,234,20.7,19.9,1.888,4.5,      N/S,,,,,,
28-Nov-11,31.3,7.2,150,720,162,21.6,11.6,1.803,4.5,      N/S,,,,,,
29-Nov-11,27.9,7.5,121,712,120,21.3,12.5,2.602,4.4,2.6,,,,,,
30-Nov-11,27.6,7.4,130,734,120,21.1,14.7,2.603,4.9,      N/S,,,,,,
1-Dec-11,29.4,7.4,128,740,106,22.3,13.3,4.124,5.0,      N/S,,,,,,
2-Dec-11,29.1,7.2,151,750,110,23.3,13.4,3.561,5.7,      N/S,,,,,,
3-Dec-11,32.7,7.2,212,818,210,27.1,13.3,2.914,6.5,      N/S,,,,,,
4-Dec-11,35.0,7.3,138,698,124,19.9,9.8,3.097,4.4,      N/S,,,,,,
5-Dec-11,31.6,7.3,121,710,104,22.5,11.4,3.175,4.8,      N/S,,,,,,
6-Dec-11,34.2,7.4,140,744,124,20.4,10.6,4.455,5.0,2.6,,,,,,
7-Dec-11,30.9,7.3,138,780,134,22.4,12.9,3.937,4.9,      N/S,,,,,,
8-Dec-11,30.3,7.3,119,738,88,19.4,11.4,4.674,4.7,      N/S,,,,,,
9-Dec-11,32.8,7.3,127,754,118,18.9,10.7,4.746,4.9,      N/S,,,,,,
10-Dec-11,28.5,7.2,118,742,114,20.1,11.7,3.971,5.3,      N/S,,,,,,
11-Dec-11,29.4,7.2,259,846,248,33.8,15.0,2.951,8.3,      N/S,,,,,,
12-Dec-11,26.3,7.5,256,940,329,39.3,15.1,4.099,8.6,      N/S,,,,,,
13-Dec-11,24.8,7.3,144,778,124,29.3,16.3,3.208,6.0,4.1,,,,,,
14-Dec-11,47.2,7.2,151,722,190,18.3,13.6,0.050,4.4,      N/S,,,,,,
15-Dec-11,51.0,7.4,101,700,94,13.3,7.2,2.302,2.9,      N/S,,,,,,
16-Dec-11,35.0,7.4,115,740,110,18.2,9.1,1.606,3.6,      N/S,,,,,,
17-Dec-11,31.5,7.3,190,866,196,24.5,11.7,1.675,5.0,      N/S,,,,,,
18-Dec-11,28.4,7.4,104,770,90,20.2,13.2,1.605,3.7,      N/S,,,,,,
19-Dec-11,28.7,7.4,130,802,110,21.1,13.2,2.421,3.6,      N/S,,,,,,
20-Dec-11,26.7,7.4,125,762,92,23.3,14.2,2.019,3.9,2.1,,,,,,
21-Dec-11,26.6,7.3,132,782,112,23.2,14.5,2.093,4.5,      N/S,,,,,,
22-Dec-11,27.0,7.3,141,792,120,22.6,15.1,2.249,4.2,      N/S,,,,,,
23-Dec-11,27.6,7.2,159,832,156,25.4,14.8,0.427,4.7,      N/S,,,,,,
24-Dec-11,27.7,7.2,185,804,170,25.3,14.0,1.485,5.0,      N/S,,,,,,
25-Dec-11,25.3,7.3,154,752,124,25.4,16.8,2.100,4.5,      N/S,,,,,,
26-Dec-11,27.3,7.2,167,796,144,17.4,17.5,2.207,3.4,      N/S,,,,,,
27-Dec-11,26.9,7.2,166,812,182,27.8,16.4,2.407,4.8,2.5,,,,,,
28-Dec-11,26.8,7.3,157,802,146,24.6,15.3,2.092,4.7,      N/S,,,,,,
29-Dec-11,24.9,7.3,148,794,152,24.9,16.1,1.054,4.6,      N/S,,,,,,
30-Dec-11,29.2,7.2,163,822,176,25.7,15.4,1.449,4.9,      N/S,,,,,,
31-Dec-11,30.0,7.3,160,794,138,23.8,13.2,1.955,4.3,      N/S,,,,,,
