 ,Flow,pH,BOD5,SS,VSS,TS,VTS,TKN,NH3-N,NO2-N + NO3-N,P-TOT,P-SOL,,,,,,,,,,
1-Jan-16,364,7.8,      T/X,42,30,798,128,9,5.9,0.82,1.3,0.6,,,,,,,,,,
2-Jan-16,356,7.8,      T/X,45,37,802,118,11,7.1,0.69,1.3,0.5,,,,,,,,,,
3-Jan-16,357,7.7,      T/X,64,52,710,96,11,7.3,0.52,1.4,0.6,,,,,,,,,,
4-Jan-16,350,7.6,      T/X,59,48,736,118,13,7.9,0.49,1.9,0.7,,,,,,,,,,
5-Jan-16,353,7.4,      T/X,58,47,758,114,13,8.0,0.33,2.0,0.6,,,,,,,,,,
6-Jan-16,352,7.4,      T/X,58,42,740,128,13,8.1,0.24,2.8,1.4,,,,,,,,,,
7-Jan-16,343,7.5,      T/X,79,60,748,134,14,8.4,0.20,2.7,1.4,,,,,,,,,,
8-Jan-16,362,7.6,      T/X,68,52,764,138,14,8.7,     <0.15,3.5,2.2,,,,,,,,,,
9-Jan-16,406,7.6,      T/X,82,60,760,130,10,6.2,0.67,1.7,0.6,,,,,,,,,,
10-Jan-16,412,7.5,      T/X,41,33,844,114,8,4.5,1.11,1.2,0.4,,,,,,,,,,
11-Jan-16,367,7.7,      T/X,42,34,810,150,10,6.0,0.91,1.4,0.6,,,,,,,,,,
12-Jan-16,349,7.7,53,52,37,932,146,11,6.7,0.63,2.0,0.9,,,,,,,,,,
13-Jan-16,340,7.5,      T/X,100,79,898,162,15,8.0,0.58,3.3,1.7,,,,,,,,,,
14-Jan-16,351,7.7,99,88,73,876,178,14,8.2,     <0.15,2.7,1.1,,,,,,,,,,
15-Jan-16,377,7.5,97,112,80,1069,180,14,7.6,0.36,2.4,0.8,,,,,,,,,,
16-Jan-16,366,7.8,82,55,42,874,154,12,7.1,0.74,2.0,0.8,,,,,,,,,,
17-Jan-16,353,7.7,54,62,52,822,160,11,7.3,0.88,1.7,0.9,,,,,,,,,,
18-Jan-16,339,7.5,      T/X,64,56,776,144,13,8.4,0.30,2.1,0.9,,,,,,,,,,
19-Jan-16,328,7.4,71,36,32,784,170,13,8.3,0.69,2.1,1.1,,,,,,,,,,
20-Jan-16,323,7.4,      T/X,84,76,810,178,14,8.6,0.23,2.9,1.6,,,,,,,,,,
21-Jan-16,323,7.4,64,64,48,762,148,13,7.9,0.27,2.2,1.1,,,,,,,,,,
22-Jan-16,329,7.5,135,176,138,784,214,18,7.4,0.63,4.5,1.7,,,,,,,,,,
23-Jan-16,328,7.5,53,31,25,664,124,12,7.8,0.35,1.9,1.0,,,,,,,,,,
24-Jan-16,326,7.6,62,74,62,706,152,15,8.5,0.28,2.1,0.8,,,,,,,,,,
25-Jan-16,328,7.5,69,54,50,694,164,14,9.1,     <0.15,2.3,1.1,,,,,,,,,,
26-Jan-16,328,7.3,118,182,136,1056,190,18,8.2,     <0.15,4.2,2.2,,,,,,,,,,
27-Jan-16,306,7.4,70,74,61,816,210,14,8.3,0.92,3.2,1.8,,,,,,,,,,
28-Jan-16,315,7.3,66,69,62,768,146,14,9.0,1.07,2.4,1.3,,,,,,,,,,
29-Jan-16,314,7.4,84,78,68,702,144,14,8.9,0.30,2.8,1.6,,,,,,,,,,
30-Jan-16,311,7.5,62,76,56,700,150,14,8.8,0.28,2.4,1.2,,,,,,,,,,
31-Jan-16,314,7.5,100,87,74,710,158,16,9.2,0.43,2.7,1.2,,,,,,,,,,
1-Feb-16,307,7.4,75,70,61,758,156,14,9.0,     <0.15,2.6,1.2,,,,,,,,,,
2-Feb-16,308,7.3,71,111,78,700,172,12,7.0,0.73,2.3,0.9,,,,,,,,,,
3-Feb-16,467,7.5,77,190,106,710,172,10,4.1,1.64,3.0,1.6,,,,,,,,,,
4-Feb-16,407,7.7,45,58,40,776,156,10,6.0,1.72,1.6,0.6,,,,,,,,,,
5-Feb-16,382,7.6,83,76,65,822,174,11,6.4,1.51,1.6,0.5,,,,,,,,,,
6-Feb-16,325,7.6,89,88,62,782,166,12,6.4,0.70,2.1,0.6,,,,,,,,,,
7-Feb-16,327,7.6,53,43,37,738,148,11,6.8,0.61,1.5,0.4,,,,,,,,,,
8-Feb-16,331,7.6,57,45,34,744,172,12,8.2,0.61,1.7,0.6,,,,,,,,,,
9-Feb-16,325,7.4,71,57,47,776,198,14,8.4,0.47,2.1,0.7,,,,,,,,,,
10-Feb-16,325,7.3,103,68,60,788,212,19,8.6,0.45,2.2,1.1,,,,,,,,,,
11-Feb-16,302,7.5,75,64,48,784,174,15,8.5,0.40,2.1,0.9,,,,,,,,,,
12-Feb-16,285,7.4,79,60,52,864,186,16,9.1,0.99,2.5,1.2,,,,,,,,,,
13-Feb-16,286,7.6,77,93,74,748,198,13,8.4,0.23,2.0,0.7,,,,,,,,,,
14-Feb-16,285,7.5,56,80,66,676,150,13,8.9,0.20,2.1,0.8,,,,,,,,,,
15-Feb-16,267,7.4,66,64,50,970,190,16,9.8,0.33,2.5,1.1,,,,,,,,,,
16-Feb-16,270,7.3,126,174,160,1044,286,18,10.0,0.30,3.0,1.4,,,,,,,,,,
17-Feb-16,274,7.3,88,92,80,1012,188,18,10.6,0.35,2.7,1.4,,,,,,,,,,
18-Feb-16,258,7.3,115,96,84,880,192,19,11.7,0.59,4.2,2.7,,,,,,,,,,
19-Feb-16,245,7.4,90,90,68,868,196,18,11.3,0.16,3.2,1.7,,,,,,,,,,
20-Feb-16,245,7.5,120,102,90,864,188,15,9.0,     <0.15,2.8,1.4,,,,,,,,,,
21-Feb-16,246,7.4,112,128,108,874,220,17,10.0,0.36,2.9,1.2,,,,,,,,,,
22-Feb-16,198,7.5,165,194,170,1012,320,30,18.1,0.18,4.7,2.3,,,,,,,,,,
23-Feb-16,196,7.3,157,200,174,1006,326,26,13.5,     <0.15,5.5,3.3,,,,,,,,,,
24-Feb-16,201,7.4,180,288,256,1443,350,29,13.1,     <0.15,5.1,1.8,,,,,,,,,,
25-Feb-16,226,7.3,470,1300,1100,3012,1062,54,13.2,0.18,12.2,5.4,,,,,,,,,,
26-Feb-16,221,7.3,231,744,640,1653,656,37,12.6,     <0.15,8.0,2.4,,,,,,,,,,
27-Feb-16,219,7.5,284,468,404,1322,470,30,11.6,     <0.15,6.3,1.9,,,,,,,,,,
28-Feb-16,222,7.2,1180,2980,2580,3526,2536,90,10.5,0.21,21.4,4.5,,,,,,,,,,
29-Feb-16,237,7.2,1009,2560,2180,3392,2343,97,11.2,0.19,24.3,2.9,,,,,,,,,,
1-Mar-16,279,7.3,710,1330,1100,2196,1169,65,11.7,0.15,15.2,3.2,,,,,,,,,,
2-Mar-16,200,7.2,752,1420,1236,2248,1242,59,13.1,     <0.15,13.4,2.0,,,,,,,,,,
3-Mar-16,208,7.3,738,1640,1360,2802,1374,68,13.0,     <0.15,17.1,5.3,,,,,,,,,,
4-Mar-16,196,7.3,482,876,752,1980,924,52,13.0,     <0.15,12.2,3.4,,,,,,,,,,
5-Mar-16,214,7.2,1400,3080,2610,3828,2566,144,14.7,0.20,36.7,8.8,,,,,,,,,,
6-Mar-16,202,7.3,303,656,560,1514,692,42,10.6,0.15,9.5,2.3,,,,,,,,,,
7-Mar-16,205,7.3,770,1710,1470,2442,1570,72,13.0,     <0.15,16.6,3.1,,,,,,,,,,
8-Mar-16,207,7.2,514,1380,1180,2062,1250,64,12.9,0.15,14.1,3.0,,,,,,,,,,
9-Mar-16,206,7.2,795,2000,1730,2634,1728,84,15.9,0.15,19.7,4.7,,,,,,,,,,
10-Mar-16,189,7.1,1140,2930,2520,3592,2490,133,18.8,0.17,31.1,7.4,,,,,,,,,,
11-Mar-16,187,7.2,983,2370,2030,2940,1966,112,16.7,0.17,25.6,6.1,,,,,,,,,,
12-Mar-16,196,7.2,      T/X,4460,3840,4650,3404,206,17.5,0.21,47.5,9.3,,,,,,,,,,
13-Mar-16,211,7.2,942,446,378,2726,1758,92,11.4,     <0.15,21.0,3.4,,,,,,,,,,
14-Mar-16,397,7.2,488,950,750,1639,784,38,5.6,0.27,9.2,1.2,,,,,,,,,,
15-Mar-16,352,7.3,480,990,800,1743,860,45,7.3,     <0.15,10.2,1.0,,,,,,,,,,
16-Mar-16,414,7.3,558,1410,1030,2050,1088,52,7.4,     <0.15,11.9,1.0,,,,,,,,,,
17-Mar-16,287,7.3,822,1710,1330,2304,1487,71,8.6,0.15,17.0,3.1,,,,,,,,,,
18-Mar-16,292,7.4,      T/X,1370,1100,2083,1156,60,10.6,     <0.15,15.3,4.0,,,,,,,,,,
19-Mar-16,221,7.2,      T/X,2830,2250,3357,2189,150,8.9,     <0.15,35.0,4.9,,,,,,,,,,
20-Mar-16,176,7.2,1591,3590,2890,4033,2797,161,10.6,0.21,37.9,4.0,,,,,,,,,,
21-Mar-16,196,7.3,927,2230,1800,2910,1852,123,12.6,     <0.15,30.4,5.9,,,,,,,,,,
22-Mar-16,204,7.6,1163,3150,2590,3732,2534,132,13.9,     <0.15,33.6,6.1,,,,,,,,,,
23-Mar-16,188,7.2,878,2120,1780,2837,1822,108,14.9,     <0.15,26.2,4.1,,,,,,,,,,
24-Mar-16,253,7.2,523,1220,980,1936,1142,60,10.0,     <0.15,14.6,3.3,,,,,,,,,,
25-Mar-16,394,7.3,      T/X,2390,1820,2737,1686,96,7.9,     <0.15,23.4,3.1,,,,,,,,,,
26-Mar-16,344,7.3,      T/X,1920,1540,2252,1322,81,6.5,     <0.15,18.8,2.5,,,,,,,,,,
27-Mar-16,329,7.2,1129,2660,2100,3250,2154,108,7.2,     <0.15,27.2,2.8,,,,,,,,,,
28-Mar-16,339,7.3,679,1590,1270,2177,1276,77,9.2,     <0.15,18.7,3.9,,,,,,,,,,
29-Mar-16,347,7.3,412,910,750,1646,820,60,10.4,0.15,15.9,5.5,,,,,,,,,,
30-Mar-16,297,7.2,362,840,640,1618,792,55,9.0,0.20,14.1,3.6,,,,,,,,,,
31-Mar-16,378,7.2,468,860,860,1620,846,53,8.3,0.29,13.1,2.9,,,,,,,,,,
1-Apr-16,284,7.3,380,856,664,1514,754,44,8.4,     <0.15,10.6,2.3,,,,,,,,,,
2-Apr-16,267,7.5,425,872,696,1454,698,46,8.6,0.15,11.7,2.7,,,,,,,,,,
3-Apr-16,193,7.3,718,1540,1220,2184,1302,99,10.4,     <0.15,24.7,5.1,,,,,,,,,,
4-Apr-16,187,7.3,821,1720,1320,2303,1341,84,11.3,     <0.15,21.0,4.6,,,,,,,,,,
5-Apr-16,181,7.2,474,1480,1220,2216,1303,65,11.7,     <0.15,16.5,3.8,,,,,,,,,,
6-Apr-16,189,7.1,440,1090,900,1743,966,51,10.2,     <0.15,13.7,3.4,,,,,,,,,,
7-Apr-16,254,7.2,370,500,420,1275,558,35,8.0,0.22,8.8,1.3,,,,,,,,,,
8-Apr-16,220,7.5,334,676,552,1398,654,39,8.4,     <0.15,9.7,2.5,,,,,,,,,,
9-Apr-16,299,7.5,390,840,685,1584,836,46,9.2,     <0.15,11.3,2.1,,,,,,,,,,
10-Apr-16,282,7.4,304,600,440,1300,608,32,8.9,     <0.15,7.5,1.4,,,,,,,,,,
11-Apr-16,322,7.2,252,350,270,1081,388,23,9.8,0.15,5.5,2.0,,,,,,,,,,
12-Apr-16,290,7.4,158,188,124,954,238,19,9.7,0.22,4.1,1.7,,,,,,,,,,
13-Apr-16,281,7.5,      T/X,156,120,964,298,19,10.8,     <0.15,3.5,1.6,,,,,,,,,,
14-Apr-16,262,7.4,137,192,168,1002,330,19,10.2,     <0.15,4.4,2.3,,,,,,,,,,
15-Apr-16,172,7.4,      T/X,222,220,1092,414,23,11.0,     <0.15,5.1,2.3,,,,,,,,,,
16-Apr-16,208,7.5,347,432,408,1240,532,30,11.3,     <0.15,6.0,1.9,,,,,,,,,,
17-Apr-16,195,7.4,175,252,220,1016,360,22,11.2,     <0.15,4.0,1.5,,,,,,,,,,
18-Apr-16,185,7.3,188,240,140,1046,322,26,13.0,     <0.15,6.9,4.0,,,,,,,,,,
19-Apr-16,159,7.1,195,228,194,1078,338,26,13.3,     <0.15,6.3,3.5,,,,,,,,,,
20-Apr-16,187,7.3,134,198,172,966,298,24,13.2,     <0.15,4.5,2.1,,,,,,,,,,
21-Apr-16,319,7.3,198,284,198,1018,336,24,10.7,     <0.15,5.0,2.3,,,,,,,,,,
22-Apr-16,193,7.4,180,256,206,1031,324,21,11.5,     <0.15,4.0,1.9,,,,,,,,,,
23-Apr-16,158,7.4,273,844,768,1498,762,25,11.7,     <0.15,4.9,1.9,,,,,,,,,,
24-Apr-16,180,7.5,114,122,114,896,278,19,10.8,     <0.15,3.2,1.6,,,,,,,,,,
25-Apr-16,175,7.6,102,220,208,892,236,22,12.0,     <0.15,3.5,1.8,,,,,,,,,,
26-Apr-16,168,7.3,144,186,140,948,244,25,12.6,     <0.15,4.3,2.0,,,,,,,,,,
27-Apr-16,167,7.2,253,318,266,1070,382,32,14.5,     <0.15,6.4,3.0,,,,,,,,,,
28-Apr-16,424,7.2,      T/X,628,408,1146,490,33,7.7,0.33,7.1,0.9,,,,,,,,,,
29-Apr-16,298,7.6,135,168,124,856,228,20,9.3,0.65,4.6,2.4,,,,,,,,,,
30-Apr-16,262,7.4,212,394,326,1055,422,23,9.7,     <0.15,3.6,1.1,,,,,,,,,,
1-May-16,477,7.7,57,86,64,672,136,11,5.4,1.14,1.55,0.57,,,,,,,,,,
2-May-16,396,7.7,73,156,94,702,180,10,3.6,1.60,4.79,2.81,,,,,,,,,,
3-May-16,380,7.4,78,96,74,806,172,12,6.2,0.74,2.34,0.94,,,,,,,,,,
4-May-16,408,7.5,65,86,62,716,166,12,6.5,0.78,1.98,0.63,,,,,,,,,,
5-May-16,346,7.5,61,68,62,806,190,12,6.7,0.52,2.20,1.13,,,,,,,,,,
6-May-16,341,7.6,98,106,82,794,166,15,7.0,     <0.15,2.69,1.16,,,,,,,,,,
7-May-16,314,7.6,78,102,80,804,202,15,7.7,     <0.15,2.31,0.79,,,,,,,,,,
8-May-16,267,7.5,93,146,116,840,212,18,8.8,     <0.15,3.13,0.98,,,,,,,,,,
9-May-16,234,7.4,94,118,104,872,232,19,11.6,     <0.15,3.24,1.64,,,,,,,,,,
10-May-16,415,7.3,128,206,144,752,240,16,7.1,0.60,4.41,2.05,,,,,,,,,,
11-May-16,380,7.5,63,90,62,734,164,11,5.4,0.90,2.31,1.13,,,,,,,,,,
12-May-16,363,7.5,99,144,100,868,212,15,6.6,0.79,3.28,1.48,,,,,,,,,,
13-May-16,346,7.6,173,332,304,1060,380,21,8.2,     <0.15,5.28,2.15,,,,,,,,,,
14-May-16,360,7.3,      T/X,988,852,1407,800,35,5.9,0.51,8.72,1.72,,,,,,,,,,
15-May-16,345,7.6,65,104,84,760,144,12,7.1,0.47,2.21,0.98,,,,,,,,,,
16-May-16,245,7.4,70,80,52,796,186,15,9.2,     <0.15,3.14,1.68,,,,,,,,,,
17-May-16,196,7.6,      T/X,92,78,882,200,17,10.5,     <0.15,3.40,2.02,,,,,,,,,,
18-May-16,191,7.4,106,148,104,986,270,21,11.9,     <0.15,4.01,2.09,,,,,,,,,,
19-May-16,207,7.4,      T/X,440,340,1389,636,32,11.9,     <0.15,6.98,2.55,,,,,,,,,,
20-May-16,205,7.5,109,115,85,948,272,20,12.5,     <0.15,4.93,3.15,,,,,,,,,,
21-May-16,179,7.4,154,176,140,984,342,25,13.9,     <0.15,4.64,2.36,,,,,,,,,,
22-May-16,174,7.4,123,144,112,902,284,23,14.5,     <0.15,4.02,2.25,,,,,,,,,,
23-May-16,227,7.4,      T/X,280,228,1128,442,30,13.9,     <0.15,6.12,3.13,,,,,,,,,,
24-May-16,170,7.3,      T/X,268,216,1075,394,29,15.4,     <0.15,6.38,3.14,,,,,,,,,,
25-May-16,250,7.4,142,264,218,1058,382,26,13.8,     <0.15,5.97,2.98,,,,,,,,,,
26-May-16,308,7.4,102,240,160,942,298,20,9.1,     <0.15,5.35,2.48,,,,,,,,,,
27-May-16,321,7.5,125,164,118,874,264,18,10.9,     <0.15,4.22,2.56,,,,,,,,,,
28-May-16,311,7.4,140,158,118,768,270,15,7.8,     <0.15,2.97,1.30,,,,,,,,,,
29-May-16,275,7.6,173,212,160,886,316,21,9.9,     <0.15,3.85,1.31,,,,,,,,,,
30-May-16,236,7.5,81,110,108,818,230,19,11.9,     <0.15,3.17,1.60,,,,,,,,,,
31-May-16,256,7.5,129,254,188,928,326,31,16.5,     <0.15,5.87,2.25,,,,,,,,,,
1-Jun-16,297,7.6,      T/X,204,132,702,224,19,8.5,0.55,4.29,1.60,,,,,,,,,,
2-Jun-16,202,7.2,350,262,216,1000,360,20,10.9,0.19,3.86,1.90,,,,,,,,,,
3-Jun-16,184,7.5,150,126,98,882,204,21,12.0,0.21,4.78,2.81,,,,,,,,,,
4-Jun-16,223,7.5,117,152,106,804,204,20,10.4,     <0.15,3.85,1.69,,,,,,,,,,
5-Jun-16,221,7.5,      T/X,210,174,844,268,20,10.4,0.25,4.18,1.91,,,,,,,,,,
6-Jun-16,185,7.5,124,212,168,898,324,22,11.6,0.44,4.47,2.44,,,,,,,,,,
7-Jun-16,152,7.4,91,112,100,880,230,19,10.9,0.71,4.87,3.48,,,,,,,,,,
8-Jun-16,177,7.4,      T/X,118,96,836,232,24,14.4,     <0.15,5.30,3.29,,,,,,,,,,
9-Jun-16,171,7.3,140,158,130,872,294,25,14.4,     <0.15,5.98,3.62,,,,,,,,,,
10-Jun-16,202,7.5,132,260,204,932,296,24,9.7,     <0.15,7.20,3.68,,,,,,,,,,
11-Jun-16,191,7.4,210,320,232,978,328,28,10.5,     <0.15,11.99,6.55,,,,,,,,,,
12-Jun-16,186,7.5,187,102,82,838,248,23,11.1,     <0.15,5.24,2.37,,,,,,,,,,
13-Jun-16,221,7.6,114,210,164,874,264,24,11.6,     <0.15,5.80,2.94,,,,,,,,,,
14-Jun-16,314,7.4,83,162,118,848,284,19,10.5,     <0.15,4.22,2.13,,,,,,,,,,
15-Jun-16,313,7.3,99,330,224,880,330,20,9.5,     <0.15,4.86,2.24,,,,,,,,,,
16-Jun-16,257,7.3,108,138,104,854,272,20,10.3,     <0.15,4.25,2.05,,,,,,,,,,
17-Jun-16,274,7.5,108,130,110,792,236,17,10.3,     <0.15,3.63,1.95,,,,,,,,,,
18-Jun-16,270,7.4,80,100,78,752,208,16,10.3,     <0.15,3.27,1.93,,,,,,,,,,
19-Jun-16,260,7.4,70,96,68,734,212,18,10.5,     <0.15,3.34,1.49,,,,,,,,,,
20-Jun-16,269,7.4,63,88,68,722,200,15,10.0,     <0.15,3.43,2.02,,,,,,,,,,
21-Jun-16,251,7.4,85,118,88,832,276,17,10.9,     <0.15,3.27,1.58,,,,,,,,,,
22-Jun-16,271,7.3,      T/X,186,148,954,364,26,13.3,     <0.15,6.02,3.29,,,,,,,,,,
23-Jun-16,302,7.3,113,432,272,1014,446,31,11.5,     <0.15,8.20,3.28,,,,,,,,,,
24-Jun-16,241,7.4,225,374,304,1000,384,35,14.7,     <0.15,9.33,4.81,,,,,,,,,,
25-Jun-16,182,7.4,188,210,168,868,284,28,16.0,     <0.15,7.35,4.59,,,,,,,,,,
26-Jun-16,184,7.5,80,272,184,820,284,26,13.4,     <0.15,6.20,2.90,,,,,,,,,,
27-Jun-16,189,7.5,102,292,208,916,350,34,13.7,     <0.15,7.59,3.13,,,,,,,,,,
28-Jun-16,183,7.3,105,156,140,842,252,27,15.2,     <0.15,5.51,3.11,,,,,,,,,,
29-Jun-16,144,7.5,112,236,202,930,338,29,18.3,     <0.15,6.86,4.12,,,,,,,,,,
30-Jun-16,139,7.3,157,316,260,1062,432,36,18.8,     <0.15,8.62,4.78,,,,,,,,,,
1-Jul-16,138,7.4,      T/X,162,132,888,290,27,18.0,     <0.15,5.85,3.72,,,,,,,,,,
2-Jul-16,138,7.4,      T/X,157,140,890,308,30,17.7,     <0.15,5.99,3.56,,,,,,,,,,
3-Jul-16,138,7.4,174,124,108,800,258,27,17.2,     <0.15,4.62,2.76,,,,,,,,,,
4-Jul-16,135,7.6,185,204,172,860,308,30,16.5,     <0.15,5.54,2.77,,,,,,,,,,
5-Jul-16,137,7.4,147,148,120,788,244,30,17.8,     <0.15,6.65,4.31,,,,,,,,,,
6-Jul-16,343,7.2,182,360,220,762,304,22,7.7,0.15,6.04,2.44,,,,,,,,,,
7-Jul-16,259,7.4,81,88,66,746,216,17,10.5,     <0.15,4.36,2.83,,,,,,,,,,
8-Jul-16,258,7.4,134,88,74,800,218,18,11.2,     <0.15,5.19,3.57,,,,,,,,,,
9-Jul-16,186,7.3,106,66,50,696,188,16,10.0,     <0.15,4.32,2.84,,,,,,,,,,
10-Jul-16,161,7.4,139,166,136,794,246,23,13.0,     <0.15,4.17,2.01,,,,,,,,,,
11-Jul-16,143,7.6,143,166,136,776,250,23,16.2,     <0.15,4.70,3.10,,,,,,,,,,
12-Jul-16,156,7.4,139,142,112,822,272,25,16.4,     <0.15,4.81,3.21,,,,,,,,,,
13-Jul-16,272,7.3,227,284,200,940,302,30,14.7,     <0.15,8.05,4.70,,,,,,,,,,
14-Jul-16,301,7.6,      T/X,122,88,674,192,15,8.9,     <0.15,4.61,2.85,,,,,,,,,,
15-Jul-16,259,7.5,      T/X,84,32,716,188,17,10.0,     <0.15,3.72,2.20,,,,,,,,,,
16-Jul-16,220,7.4,92,100,80,732,226,17,10.8,     <0.15,2.90,1.52,,,,,,,,,,
17-Jul-16,187,7.4,125,218,146,838,278,24,15.5,     <0.15,4.83,2.72,,,,,,,,,,
18-Jul-16,391,7.5,115,228,132,684,244,16,7.6,0.53,3.83,1.42,,,,,,,,,,
19-Jul-16,288,7.4,90,78,62,682,196,15,8.7,     <0.15,3.51,1.95,,,,,,,,,,
20-Jul-16,267,7.3,92,70,52,664,190,16,9.8,     <0.15,3.86,2.51,,,,,,,,,,
21-Jul-16,266,7.5,114,80,56,612,160,16,10.2,     <0.15,2.83,1.46,,,,,,,,,,
22-Jul-16,353,7.4,76,78,44,516,144,12,6.9,     <0.15,2.62,1.30,,,,,,,,,,
23-Jul-16,279,7.5,      T/X,104,72,646,166,14,9.4,     <0.15,2.63,1.35,,,,,,,,,,
24-Jul-16,434,7.6,56,164,88,546,146,10,4.7,1.35,3.52,0.86,,,,,,,,,,
25-Jul-16,401,7.4,110,776,260,1296,378,21,5.8,0.90,7.91,1.08,,,,,,,,,,
26-Jul-16,283,7.5,76,72,58,726,178,13,8.0,     <0.15,3.48,2.02,,,,,,,,,,
27-Jul-16,275,7.2,370,312,216,990,430,19,8.2,     <0.15,3.68,1.43,,,,,,,,,,
28-Jul-16,357,7.4,72,92,48,686,204,15,7.7,     <0.15,4.22,1.76,,,,,,,,,,
29-Jul-16,360,7.6,      T/X,200,126,718,216,12,7.3,     <0.15,3.85,1.68,,,,,,,,,,
30-Jul-16,371,7.6,62,76,42,590,148,10,5.5,0.81,2.62,1.36,,,,,,,,,,
31-Jul-16,326,7.7,      T/X,90,70,696,154,13,7.9,     <0.15,2.32,0.99,,,,,,,,,,
1-Aug-16,299,7.6,92,72,52,682,156,14,9.1,     <0.15,2.93,1.52,,,,,,,,,,
2-Aug-16,280,7.4,57,80,62,750,168,15,9.7,     <0.15,3.05,1.85,,,,,,,,,,
3-Aug-16,290,7.5,      T/X,66,52,672,162,16,10.3,     <0.15,3.22,1.80,,,,,,,,,,
4-Aug-16,294,7.3,108,92,60,774,178,19,12.3,     <0.15,5.29,3.83,,,,,,,,,,
5-Aug-16,286,7.4,134,144,120,782,242,21,11.8,     <0.15,5.48,3.19,,,,,,,,,,
6-Aug-16,282,7.4,158,130,104,754,234,20,11.7,     <0.15,6.51,4.31,,,,,,,,,,
7-Aug-16,272,7.4,118,142,110,718,226,20,10.8,     <0.15,4.92,3.01,,,,,,,,,,
8-Aug-16,163,7.6,83,122,66,634,176,15,9.5,     <0.15,3.02,1.02,,,,,,,,,,
9-Aug-16,148,7.5,99,102,92,810,222,26,17.3,     <0.15,5.91,4.04,,,,,,,,,,
10-Aug-16,149,7.4,175,208,160,930,294,30,17.8,     <0.15,7.20,4.40,,,,,,,,,,
11-Aug-16,156,7.4,205,320,280,1006,346,39,18.2,     <0.15,10.29,5.51,,,,,,,,,,
12-Aug-16,272,7.4,242,510,350,1127,458,35,12.6,     <0.15,9.74,4.10,,,,,,,,,,
13-Aug-16,383,7.4,167,350,210,800,292,24,6.2,0.74,6.92,1.49,,,,,,,,,,
14-Aug-16,325,7.6,121,248,176,796,228,20,8.3,0.33,4.58,1.23,,,,,,,,,,
15-Aug-16,347,7.6,      T/X,150,106,740,242,18,8.9,     <0.15,3.43,1.20,,,,,,,,,,
16-Aug-16,367,7.5,108,376,248,672,244,16,7.4,     <0.15,3.90,1.54,,,,,,,,,,
17-Aug-16,373,7.5,      T/X,180,138,810,228,20,10.2,     <0.15,4.24,1.80,,,,,,,,,,
18-Aug-16,343,7.5,      T/X,178,112,738,202,18,9.5,     <0.15,4.00,1.71,,,,,,,,,,
19-Aug-16,355,7.6,84,128,104,670,154,16,10.2,     <0.15,2.76,1.33,,,,,,,,,,
20-Aug-16,402,7.5,51,50,38,558,106,13,8.5,     <0.15,2.02,0.98,,,,,,,,,,
21-Aug-16,329,7.7,41,64,50,620,110,10,6.1,1.08,1.28,0.57,,,,,,,,,,
22-Aug-16,301,7.6,66,90,68,762,202,14,8.8,     <0.15,2.77,1.46,,,,,,,,,,
23-Aug-16,323,7.5,      T/X,114,76,790,214,16,10.2,     <0.15,3.76,2.45,,,,,,,,,,
24-Aug-16,338,7.5,      T/X,108,80,796,228,18,10.4,     <0.15,3.61,1.78,,,,,,,,,,
25-Aug-16,323,7.5,      T/X,86,64,684,168,16,9.5,     <0.15,3.23,2.06,,,,,,,,,,
26-Aug-16,353,7.4,      T/X,72,52,694,156,16,10.2,     <0.15,2.96,1.66,,,,,,,,,,
27-Aug-16,383,7.4,83,184,124,620,218,14,6.4,     <0.15,3.05,1.11,,,,,,,,,,
28-Aug-16,306,7.7,38,49,37,626,122,10,5.9,0.17,1.44,0.65,,,,,,,,,,
29-Aug-16,269,7.5,60,80,60,760,182,16,10.2,     <0.15,3.56,2.06,,,,,,,,,,
30-Aug-16,310,7.5,      T/X,146,110,768,226,18,10.0,     <0.15,4.60,2.89,,,,,,,,,,
31-Aug-16,312,7.4,      T/X,176,140,774,190,20,11.2,     <0.15,5.10,2.43,,,,,,,,,,
1-Sep-16,294,7.5,      T/X,102,76,682,158,17,10.6,     <0.15,3.77,2.14,,,,,,,,,,
2-Sep-16,289,7.5,105,122,94,700,206,19,10.6,     <0.15,3.70,1.86,,,,,,,,,,
3-Sep-16,281,7.6,89,120,84,688,198,18,11.3,     <0.15,4.68,2.95,,,,,,,,,,
4-Sep-16,244,7.5,      T/X,138,112,708,200,21,12.2,     <0.15,5.52,3.64,,,,,,,,,,
5-Sep-16,221,7.5,      T/X,220,176,812,304,23,13.0,     <0.15,6.04,3.25,,,,,,,,,,
6-Sep-16,224,7.5,153,164,124,758,250,24,14.2,     <0.15,5.00,2.75,,,,,,,,,,
7-Sep-16,252,7.4,154,210,168,814,256,24,14.3,     <0.15,4.33,1.05,,,,,,,,,,
8-Sep-16,313,      S/X,      S/X,      S/X,      S/X,      S/X,      S/X,      S/X,      S/X,       S/X,       S/X,       S/X,,,,,,,,,,
9-Sep-16,274,      S/X,      S/X,      S/X,      S/X,      S/X,      S/X,      S/X,      S/X,       S/X,       S/X,       S/X,,,,,,,,,,
10-Sep-16,267,7.6,100,132,100,630,186,17,9.9,     <0.15,3.51,1.78,,,,,,,,,,
11-Sep-16,252,7.6,      T/X,84,64,638,178,16,10.6,     <0.15,2.77,1.55,,,,,,,,,,
