DATE,FLOW,pH,BOD5,SS,TS,TKN,NH3-N,P-TOT
11-Dec-15,18,7.4,      T/X,128,858,26,15.8,5.1
12-Dec-15,16.9,7.3,      T/X,186,902,28,16.3,5.6
13-Dec-15,22.1,7.4,194,198,882,30,16.3,6
14-Dec-15,55.8,7.4,152,218,814,18,6.2,4.1
15-Dec-15,36.7,7.4,92,86,774,13,7.1,2.7
16-Dec-15,26.4,7.4,143,162,866,16,6.2,3.8
17-Dec-15,23.2,7.6,113,114,776,20,11.6,4
18-Dec-15,21.1,7.5,117,124,828,21,12.1,4.1
19-Dec-15,22.5,7.4,72,52,766,20,13.2,3.6
20-Dec-15,25.8,7.4,128,128,844,24,13.9,4.6
21-Dec-15,37.6,7.4,143,170,806,20,9.7,4.3
22-Dec-15,33.8,7.5,102,102,786,17,9.2,3.3
23-Dec-15,39.2,7.5,113,114,770,17,8.8,3.5
24-Dec-15,42.7,7.4,178,194,838,21,7,5.4
25-Dec-15,30.9,7.5,108,92,774,19,9.5,3.4
26-Dec-15,27.3,7.5,75,64,786,20,11.4,3.2
27-Dec-15,29.7,7.4,120,116,810,22,11.3,3.7
28-Dec-15,31.3,7.4,132,168,868,23,11.6,4
29-Dec-15,46.9,7.4,124,140,920,17,7.3,3.3
30-Dec-15,39.1,7.6,86,84,876,15,7.4,3.2
31-Dec-15,33.9,7.6,119,116,794,18,9.1,3.9
1-Jan-16,29.3,7.5,116,116,858,19,10.1,3.3
2-Jan-16,28.8,7.5,126,134,876,23,11.9,3.8
3-Jan-16,27.3,7.4,135,140,842,25,13.4,4.2
4-Jan-16,25.9,7.4,150,140,914,25,13.6,4.4
5-Jan-16,25,7.3,112,114,910,23,13.6,4.6
6-Jan-16,23.7,7.4,117,194,958,30,15.5,6.2
7-Jan-16,25.7,7.4,98,156,906,25,13.5,5.3
8-Jan-16,31.2,7.4,155,188,892,23,11.8,4.6
9-Jan-16,41.6,7.4,105,132,808,16,7.9,2.9
10-Jan-16,37.8,7.4,155,150,948,20,9.5,3.6
11-Jan-16,30.5,7.6,129,116,898,20,11.1,3.5
12-Jan-16,27.5,7.5,131,114,970,21,11.8,3.5
13-Jan-16,25.3,7.5,143,124,944,24,13,4.8
14-Jan-16,25.5,7.4,143,120,952,23,13,4.6
15-Jan-16,25.2,7.4,137,120,994,23,12.5,4.4
16-Jan-16,27.1,7.4,126,98,882,21,12.2,4.2
17-Jan-16,24.8,7.4,133,118,858,25,13.8,4.7
18-Jan-16,24.7,7.4,135,122,844,23,12.8,4.6
19-Jan-16,23.2,7.5,168,168,932,26,11.7,5.7
20-Jan-16,23.1,7.4,127,122,896,25,14.5,5.3
21-Jan-16,22.4,7.4,181,154,956,28,16.5,6.1
22-Jan-16,21.9,7.4,164,164,916,30,16.5,5.7
23-Jan-16,24,7.4,147,134,886,26,13.4,5.7
24-Jan-16,22.9,7.3,167,162,898,28,15.5,5.7
25-Jan-16,21.8,7.4,153,134,898,28,16.7,5.6
26-Jan-16,21.7,7.5,145,134,922,28,15.7,5.4
27-Jan-16,23.2,7.3,      T/X,246,994,33,16,7
28-Jan-16,21.5,7.3,      T/X,194,958,28,14.6,6.1
29-Jan-16,19.5,7.4,129,124,854,22,13.8,4.5
30-Jan-16,21.7,7.3,166,170,884,31,16.4,5.9
31-Jan-16,24.4,7.3,216,226,1013,32,16.3,6
1-Feb-16,25.2,7.5,1700,4420,5283,172,26.1,33.4
2-Feb-16,35.7,7.4,176,250,992,27,11.6,5.1
3-Feb-16,40.6,7.4,106,114,906,16,9.1,3.3
4-Feb-16,30.5,7.7,124,140,956,20,10.6,4.5
5-Feb-16,27.2,7.7,96,100,878,18,11.2,3.5
6-Feb-16,26.3,7.4,115,114,894,20,12.6,3.6
7-Feb-16,24.9,7.5,122,100,876,23,13.8,4.1
8-Feb-16,24.4,7.4,114,96,896,25,14.5,4.6
9-Feb-16,23.7,7.3,144,126,932,27,15.4,4.9
10-Feb-16,23,7.4,143,128,896,26,15.4,5.2
11-Feb-16,22,7.4,102,244,1033,33,15.8,7.2
12-Feb-16,22.7,7.5,      T/X,214,944,31,15.4,6.5
13-Feb-16,21.2,7.4,164,194,932,35,15.9,6.9
14-Feb-16,23.4,7.3,230,88,960,37,16.6,7.4
15-Feb-16,20.9,7.3,227,254,986,37,17.3,7.5
16-Feb-16,21.1,7.5,171,142,912,31,16.3,5.5
17-Feb-16,20.7,7.4,193,212,1018,32,17.6,6.7
18-Feb-16,23.1,7.4,236,310,1120,36,16.5,8.5
19-Feb-16,22.6,7.3,201,206,1028,30,16.2,6.2
20-Feb-16,25.1,7.4,167,216,1135,29,15.5,5.9
21-Feb-16,23.4,7.4,160,178,1088,30,16.5,5.9
22-Feb-16,23.3,7.5,145,154,1039,30,17.6,5.7
23-Feb-16,23,7.4,      T/X,172,1018,32,16.5,5.8
24-Feb-16,21.7,7.5,169,156,1005,30,17.7,5.9
25-Feb-16,21.9,7.5,150,142,1033,29,17.2,5.6
26-Feb-16,21.6,7.4,147,132,936,28,16.7,5.3
27-Feb-16,23.2,7.5,      T/X,182,996,30,16.5,6
28-Feb-16,20.5,7.3,197,194,1019,35,19.1,6.6
29-Feb-16,20.5,7.4,165,140,964,31,18.1,5.7
1-Mar-16,20.7,7.5,212,282,1321,31,17.3,5.7
2-Mar-16,21.5,7.4,146,144,1052,28,16.6,5.8
3-Mar-16,21,7.4,223,210,1150,35,18.8,7
4-Mar-16,20.8,7.3,166,200,1104,32,17.5,5.9
5-Mar-16,22.3,7.3,177,190,1109,31,17,5.8
6-Mar-16,22.3,7.4,192,210,1158,33,17.1,6.3
7-Mar-16,22.5,7.5,      T/X,236,1158,33,17.4,6.7
8-Mar-16,21.5,7.4,157,198,1096,31,15.4,6.2
9-Mar-16,24,7.3,166,200,1132,28,15.4,6.5
10-Mar-16,22.9,7.4,161,158,1148,28,15,6.3
11-Mar-16,21.4,7.4,135,146,1041,25,13.9,5.6
